patch,area_km2,length_m,width_m,pixel_count,px_width_m,px_height_m,lat_min,lat_max,lon_min,lon_max
patch_001,272.7674608278674,17571.721680671893,15466.660321012601,303408,30.032350137888542,29.934789915965744,45.05125627778952,45.211256277789516,-117.36254165910778,-117.16254165910779
